 2.097046e+01	3.681881e-20
 2.221947e+01	3.576901e-20
 2.354286e+01	3.474914e-20
 2.494508e+01	3.375836e-20
 2.643081e+01	3.279582e-20
 2.800504e+01	3.186073e-20
 2.967302e+01	3.095229e-20
 3.144035e+01	3.006977e-20
 3.331295e+01	2.921240e-20
 3.529707e+01	2.837948e-20
 3.739937e+01	2.757031e-20
 3.962689e+01	2.678421e-20
 4.198707e+01	2.602052e-20
 4.448783e+01	2.527861e-20
 4.713753e+01	2.455785e-20
 4.994505e+01	2.385764e-20
 5.291979e+01	2.317740e-20
 5.607170e+01	2.251655e-20
 5.941134e+01	2.187455e-20
 6.294989e+01	2.125085e-20
 6.669920e+01	2.064493e-20
 7.067181e+01	2.005629e-20
 7.488104e+01	1.948444e-20
 7.934097e+01	1.892888e-20
 8.406653e+01	1.838917e-20
 8.907355e+01	1.786485e-20
 9.437878e+01	1.735548e-20
 1.000000e+02	1.686063e-20
-----------------------------
